Unnamed: 0.1,Unnamed: 0,Id_Number,Patient Question,Distorted part,Dominant Distortion,Secondary Distortion (Optional),GPT-4-Turbo_Binary_response,GPT-4-Turbo_milticlass_response,binary_ground_truth,binary_prediction,Should statements,Emotional Reasoning,Mental filter,Fortune-telling,Magnification,Labeling,All-or-nothing thinking,Mind Reading,Personalization,Overgeneralization,No Distortion
1795,1795,1713,"From India: I feel lost, unmotivated,living for the day. My dreams are dying. I don’t have a perfect friend. I don’t feel myself. I have a few hobbies. I am learning to play keyboard. I do pencil sketches. But I have lost passion. I am a short guy with spectacles,but above average looking. I used to be a nerd. I have turned into an atheist. It has really helped me in my depression. I like science but it doesn’t like me back. I had nice curly hair, like jon snow of you will. But recently I am suffering from heavy hair fall. I come from the village. My father was a control freak,drunkard, & little abusive. He’s lost all his money,self respect & health. Whatever he’s done in life has been counter productive to our life. By our means me, my twin brother & my mother.","My dreams are dying.  My father was a control freak,drunkard, & little abusive.",Overgeneralization,Labeling,Yes,Overgeneralization,1,1,0,0,0,0,0,1,0,0,0,1,0
2450,2450,2479,"Hello, I’ll get straight to the point. I am obsessed with video games, internet and tv-shows and tv-sports. From the past couple of years, I feel I have lost my sense of emotion but, I entered a relationship a year ago. I dumped her 3 months ago, as I found her cheating on me. Now, I don’t have any, literally, any desires, needs or wants. I can’t seem to focus on things. My relationship brings me back some tough moments or makes me think how stupid I was. I start getting emotional when I think like that,so I tend to not think about. My friends have been great to support me. I dont understand myself neither my emotions nor my decisions. I have thought couple of times about ending my life but I am very lazy. These days, since I’m very lazy, I procrastinate and waste time a lot, and my mother is very much annoyed by me. Her reactions to my little mistakes make me very angry. Now, anyone who tries to morally correct me, I seem to get a grudge against them. I know its important to let go and move on, but I just cant seem to do anything properly. I have big ambitions but I’m uncertain that I’ll live up to them. My emotions swing drastically. I get annoyed super easily. I thought, I’d need some help, thus, I have come here. (age 15, from India)","From the past couple of years, I feel I have lost my sense of emotion but, I entered a relationship a year ago.Now, I don’t have any, literally, any desires, needs or wants. I can’t seem to focus on things. My relationship brings me back some tough moments or makes me think how stupid I was. I start getting emotional when I think like that,so I tend to not think about.",Mental filter,,Yes,Emotional Reasoning,1,1,0,0,1,0,0,0,0,0,0,0,0
1304,1304,1122,I have never been a ‘feelings person’ and I rarely feel or show strong emotion. I am a teenaged girl so I expected to get a bit teary or whatever. I feel like a lot of the time I only respond to things because I know I am supposed to. like crying a funeral or showing remorse if I did something wrong. But it is strange because I have a natural ability to sense people’s emotions and I have been told I give good advice and I really seem to understand other people’s feelings unless I am personally involved in the situation.,I feel like a lot of the time I only respond to things because I know I am supposed to.,Should statements,,Yes,No Distortion,1,1,1,0,0,0,0,0,0,0,0,0,0
1356,1356,1174,From the U.K.: The main issue that made me think I might have some problems is my incapacity to cry. I don’t even remember last time it happened (maybe more than 10 years ago). I never lose myself in memories and I am able to end a relationship (friends or partners) and never think again about them.,,No Distortion,,Yes,Emotional Reasoning,0,1,0,0,0,0,0,0,0,0,0,0,1
720,720,521,"I was on some wrong medicine for my diagnosis and I was struggling one night because my daughter would not stop whining and crying. My son heard me yelling and crying and called my mom. When she got there I was calmed down. She came in the bathroom where I was and told me she was tired of my drama and why didn’t i just kill myself. So being in the mental state I was in I ran into the bedroom and grabbed a pistol, that I thought was unloaded. was told it was unloaded. She and my son wrestled the gun from my hand and i locked myself in the bathroom. She called ems and I was involuntarily committed. I was let go the next day. She can’t understand why I’m mad at that and says I’m unforgiving.",She can’t understand why I’m mad at that and says I’m unforgiving.,Mind Reading,,Yes,No Distortion,1,1,0,0,0,0,0,0,0,1,0,0,0
1868,1868,1786,"From a teen in Australia: I have dealing with quite a few issues. I cannot for the life of me give myself a particular disorder, but I appear to carry traits and symptoms of many, mainly depression-related disorders. A few of my friends think that seeing a therapist would be beneficial to me, and I have come to reluctantly agree. However, my problems are very quiet ones, and are usually buried beneath my louder “outside face” which does not clearly display any of my inner turmoil. This means that instead of it just being obvious to my mum that I need help, I’m faced with the terrifying task of confessing my feelings to her. My mum and I are not friends, she is my parent and I am her child. This doesn’t necessarily mean we’re not close, but it does mean I have never found it easy to open up to her like I would a close friend. I find it difficult to articulate my thoughts alone, but to explain it to her seems almost impossible. I’m not sure where to begin. I have no one else to turn to as my father is not included in my life, it is just me and her in our household and I don’t have any other adults I trust with this sort of thing.","I find it difficult to articulate my thoughts alone, but to explain it to her seems almost impossible.",Overgeneralization,,Yes,Fortune-telling,1,1,0,0,0,0,0,0,0,0,0,1,0
2081,2081,1928,From Germany: My partner and I are having a lot of issues communicating. She feels she can’t communicate with me as I am defensive and that I keep trying to talk my way out of issues and blame her for everything. She feels I am not mature and act like a child. (I’m 32 and she is 41).,,No Distortion,,Yes,Mind Reading,0,1,0,0,0,0,0,0,0,0,0,0,1
1821,1821,1739,"From the U.S.: I need to make a decision: My husband is depressed. I have tried to help him but he has been unwilling to help himself, although he talks about it. I am considering divorce because living with him has become very difficult for me. I’m very unhappy in our relationship, as I suspect he is also.",,No Distortion,,Yes,Mind Reading,0,1,0,0,0,0,0,0,0,0,0,0,1
1065,1065,866,"From the U.S.: I moved to a new state about 5 months ago. I now live in a very small, very rural area, 9 hours from my nearest family member. Today is my birthday and I spent most of the day on my couch alone. The rest was spent shoveling my deck. No one made any effort to spend time with me today.",,No Distortion,,Yes,Mind Reading,0,1,0,0,0,0,0,0,0,0,0,0,1
2331,2331,2340,"From the U.S: 25 YEAR OLD DAUGHTER, WITH A FIVE YEAR OLD SON, CAN’T PAY HER BILLS, ALWAYS HAS DRAMA, CONSTANTLY ASKING FOR HELP WITH EVERYTHING FROM RENT OR FIXING HER CAR, WHICH WE OWN. WE’VE BEEN HELPING HER FOR TEN YEARS WITH HER PROBLEMS. IT’S ALWAYS SOMETHING. I.E. HER HOURS WERE CUT AT JOB, CAN’T PAY HER RENT, SHE HAS TERRIBLE CREDIT, CAN’T GET A CREDIT CARD, SHE HAS A MISDEMEANOR ON HER BACKGROUND CHECK, CAN’T FIND ANOTHER JOB.",,No Distortion,,Yes,Overgeneralization,0,1,0,0,0,0,0,0,0,0,0,0,1
2147,2147,1997,"From the U.S.: I have been with my current boyfriend for about 2 years now. I had known him since freshman year and we always had a little crush on each other. However, I was on and off with an ex of mine for about two years. This ex of mine was very controlling and was very possessive of me and we would always break up but then get back together again. The longest we have stayed together was about a month.",,No Distortion,,Yes,No Distortion,0,1,0,0,0,0,0,0,0,0,0,0,1
25,25,4526,"I am worried because I have never been able to make friends very easily. When someone tries to talk to me, I get so nervous about what they think of me that I end up seeming uninterested or maybe even snobby, probably. Im always thinking that people are talking behind my back or thinking badly of me. Whenever someone in whispering to another person, I pretty much assume that they are talking badly about me, and I panick.At school, I get so caught up worrying if I smell bad or If my makeup is smeared I immagine everyone is looking at me funny. I dont even really show any emotion, either, when im around people(especially when I am anxious). I dont talk to people about how I feel because It makes me feel vulnerable, I guess. My anxiety used to be worse a couple of years ago, but now im just paranoid. Im always thinking that people think im a loser, and I wont leave the house without makeup, because i am horrified about what other people think about me.","When someone tries to talk to me, I get so nervous about what they think of me that I end up seeming uninterested or maybe even snobby, probably. Im always thinking that people are talking behind my back or thinking badly of me. Whenever someone in whispering to another person, I pretty much assume that they are talking badly about me, and I panick.At school, I get so caught up worrying if I smell bad or If my makeup is smeared I immagine everyone is looking at me funny.Im always thinking that people think im a loser, and I wont leave the house without makeup, because i am horrified about what other people think about me.",Mind Reading,,Yes,"Mind Reading
Fortune-telling",1,1,0,0,0,0,0,0,0,1,0,0,0
313,313,114,"I was abused physically, mentally, and emotionally by my mother for the majority of my life. I’ve recently left the situation and am now worried. I have (a few) gaps in my memory, remember things happening but like I was a passenger in my own body, and have heard voices from a small child, a grown woman, a teenage boy, amongst my own. They’re like fragments or me, but not at the same time, because they’re not me, if that makes any sense. I don’t know what to do. Am I broken? How do I fix this?",,No Distortion,,No,No Distortion,0,0,0,0,0,0,0,0,0,0,0,0,1
217,217,18,"I’ve always had trouble keeping friends around as I push them away and/or just say stupid things that cause my relationships to crumble. One of those friends left a deep impact on my life both positive and negative and because of the things we talked about and did together. Stupid me focused on her negative past and I feel I failed to be there for her like she was for me when I wanted to commit suicide. I wasn’t there when she needed me the most, instead of helping her be happy in the present I ran or made stupid statements that hurt her more. I’m self-aware of my problems but I can never fix them. I’ve dropped many activities especially ones that remind me of past friends. I’ve recently lost a close friend again because of my stubborn compulsiveness and toxicity and I just want it to stop, I really want to change.",Stupid me focused on her negative past and I feel I failed to be there for her like she was for me when I wanted to commit suicide.  I’m self-aware of my problems but I can never fix them.,Fortune-telling,Labeling,Yes,"Overgeneralization
Emotional Reasoning",1,1,0,0,0,1,0,1,0,0,0,0,0
553,553,354,"I am in a relationship for the past 8 months and have been really happy in it(although I don’t know what happiness is because I don’t remember the last time I was happy). My boyfriend is a year and a half younger to me yet is my senior in college(because I dropped two years between school and college). He is a very nice guy and absolutely lovable, and am his first girlfriend. In the initial days I told him briefly about my past 3 relationships and thought he’d be fine with it, but it turned out after a few days that he wasn’t able to take in the fact that I have been with others before him and started having a million questions. I answered patiently and eventually one day lost my cool as the series of questions wasn’t ending. He said he realized he’s having a severe retroactive jealousy and he can’t help it that he’s haunted by my past. He finds it too difficult to accept me as I am. Although I lost my virginity with him and never as much as even kissed any of my exes properly(only had pecks), he finds it difficult to erase such images of me with someone else from his mind. He says he’ll get mad one day because it’s getting out of control. We both love each other a lot and can’t even breakup(although we’ve tried) and it’s impossible to give up. But how long will it go on? Need suggestions and help to help him recover from it.",We both love each other a lot and can’t even breakup(although we’ve tried) and it’s impossible to give up.,Magnification,,Yes,Fortune-telling,1,1,0,0,0,0,1,0,0,0,0,0,0
2527,2527,2564,"From the U.S.: My brother is 19 years old and is currently living with me and my parents, he was in college but soon left due to his view of our financial issue. He claims he’s severely depressed and has outbursts a couple days per week, sometimes more. During these outbursts he rants about his mental condition, attacks my and my families insecurities and lifestyles, and even sometimes becomes violent over them. He even threatens suicide on more serious outbursts.","He claims he’s severely depressed and has outbursts a couple days per week, sometimes more. During these outbursts he rants about his mental condition, attacks my and my families insecurities and lifestyles, and even sometimes becomes violent over them. He even threatens suicide on more serious outbursts.",Mental filter,Mind Reading,Yes,No Distortion,1,1,0,0,1,0,0,0,0,1,0,0,0
17,17,4518,"It really just occurred to me recently. I’ve always had vague, small, random memories of it in my mind over the past few years. I knew it was my life, I never gave it much thought. But recently I started thinking about it more and I realized those vague memories were kind of all I had now.",But recently I started thinking about it more and I realized those vague memories were kind of all I had now.,All-or-nothing thinking,,No,No Distortion,1,0,0,0,0,0,0,0,1,0,0,0,0
1516,1516,1434,First of all I want to thank the therapist who is patient enough to go through the problem I am facing.I am not sure what type of disorder I am suffering from but this problem is almost killing me I am very very very very depressed and want to commit suicide because I feel it is worthless to live this type of life. I literally have no friends in my life and I have made several attempts to make friends but I never succeeded. Till the age of 10 I was fine but the trouble started after that. I have changed school and in my class no one seemed to like me. I can confidently say that I am nice person and I never did any unpardonable mistake to be ignored like that .,I am not sure what type of disorder I am suffering from but this problem is almost killing me I am very very very very depressed and want to commit suicide because I feel it is worthless to live this type of life.  I have changed school and in my class no one seemed to like me.,Magnification,Mind Reading,Yes,Mind Reading,1,1,0,0,0,0,1,0,0,1,0,0,0
383,383,184,"What do you do when you have been unable to have any hope for your own future? This has gone on for 6 years. I can still find joy, but i have lost almost everything. The mental healthcare system is appalling, its about cheap imported toxic drugs used to chemically neuter anyone who is passionate or who is white, straight, and conservative. And I am sick of being lumped in with opioid addicts. Addicts made a choice to abuse drugs. Depression, PTSD, are NOT a choice. Plus I am sick of illegals, minorities, & special interests getting to do and say what ever they want, and of them getting a free ride while I work my butt off only to have what I earn taken from me & given to those freeloaders. Obamacare has allowed our private medical data to be expolited for profit; see the FICO medication adherence score for example). I have corporate health insurance but it now costs $10,000 out of pocket per year & only covers the same crappy providers that medicaid welfare freeloaders can access. The toxic left and Congress destroyed US healthcare via obama. Now the cures act ensures humans are the medical device guinea pigs instead of the former FDA 2-animal model/clinical trial model. Grneric meds are literally toxic and inferior worh side effect profiles that are horrific – cheap meds are useless. Moreover, the quality of the fake providers (non-MDs) that is the new standard in the “value-based” hellcare industry is nothing but a sick joke. This is why I dont want to wake up tomorrow- where is the hope for any quality of life in the future? This is America. And as the former spouse of a legal immigrant, where is this Nation headed when Citizens are treated like trash?","The mental healthcare system is appalling, its about cheap imported toxic drugs used to chemically neuter anyone who is passionate or who is white, straight, and conservative.  This is why I dont want to wake up tomorrow- where is the hope for any quality of life in the future?",Overgeneralization,Magnification,Yes,"Overgeneralization
Magnification",1,1,0,0,0,0,1,0,0,0,0,1,0
409,409,210,"From a young woman in the U.S.: My sister is obsessed with blaming how she was raised for all of her problems and makes up stories about her childhood. She recently got a degree in early childhood development. When she was still in school taking the classes for her major, she started talking a lot about her own childhood and criticizing how she was brought up.",,No Distortion,,Yes,No Distortion,0,1,0,0,0,0,0,0,0,0,0,0,1
2003,2003,2003,"I’m a 34 year old male and for many years i went through phases where i was very hard on myself, no matter what i achieved, I would still tell myself that its not good enough and pretty much destroy any sort of “good feelings” that i assume come with such things. Thats not to say that i’m a perfectionist , the work i’m in now is far from impressive, nor is any other aspect in my life, in short to say that i’m a failure is a understatement. Over the past 16 months i have been going to counseling and talking about these feelings, along with some very strong feelings of anxiety, that almost lead me to taking my life, and things have got a little better , i’ll admit its nice to be able to sleep without first reliving almost every event of the pervious day and picking out the mistakes i made and how these mistakes will affect me. despite all this, i still feel that i’m the same person, i should be better , i should be in a better work position , i should be more outing , but i’m none of these and fear I never will be; simply because all of the things i’ve done so far are no good if i’m just going to remain in the same position. I’ve tired different methods of dealing with these feelings ( questioning them, standing up to them, positive self talk, exercise ) but none of these have worked out to well. At the moment i’m stuck, the strong feelings of anxiety have gotten a whole lot weaker, i don’t have a urges to hurt my self physically , but I still feel like the same person and fear i’ll remain like this forever (age 34, from Ireland)","Thats not to say that i’m a perfectionist , the work i’m in now is far from impressive, nor is any other aspect in my life, in short to say that i’m a failure is a understatement.despite all this, i still feel that i’m the same person, i should be better , i should be in a better work position , i should be more outing , but i’m none of these and fear I never will be; simply because all of the things i’ve done so far are no good if i’m just going to remain in the same position.",Should statements,Labeling,Yes,"Fortune-telling
Should Statements",1,1,1,0,0,0,0,1,0,0,0,0,0
60,60,4562,I really need some advice…I am in love with and involved with a married woman…she initiated the relationship…are first date was supposed to be harmless then one thing led to another and we slept together…we both have very strong feelings for each other and as time goes on we become very close friends and share everything with each other and her 3 kids adore me and I them…she says that she is no longer in love with her marriage but still has feeling for her husband in spite of all his wrong doings…she also tells me that i am amazing and super sweet and do a lot of things so much better then him..like being there for her and her kids and giving her emotional support and being a great listener…,,No Distortion,,No,No Distortion,0,0,0,0,0,0,0,0,0,0,0,0,1
1650,1650,1568,"I’ve been having some issues with getting attached to people for quite some time now. I’m not sure what it is about the person but when I meet someone who fills the role of a caregiver I become completely attached almost right away. They usually are professional relationships with teachers, profs., and even therapists and it becomes very difficult for me to detach myself from them even though I would very much like to. I end up coming to the conclusion that I wish I’d never met them and I usually feel guilty about it, I feel like there is something wrong with me because it’s been happening since I was a young child. Back then it was easier for me to become close with someone and for the relationship to still be healthy, I also found it easier to detach myself from them. As I got older however it shifted and I didn’t feel it was okay anymore to become close with a teacher even if I wanted to. Now I feel like it’s not really within my control and even though I know that the relationship must remain as a professional one I still have problems adjusting to their inevitable departure from my life.","I end up coming to the conclusion that I wish I’d never met them and I usually feel guilty about it, I feel like there is something wrong with me because it’s been happening since I was a young child.",Personalization,,Yes,Emotional Reasoning,1,1,0,0,0,0,0,0,0,0,1,0,0
326,326,127,"For the past couple of months, the relationship with my mother has started to fall apart, due to a lie I told back in February , which I took full responsibility for and I am aware that hiding my depression from her and the fact that I was seeing a physiologist without her knowing was not okay, but I felt as if she wouldn’t understand, because she’s always told me I make a big deal out of everything and that I want to make it seem like I’m a victim when I cry, so I was ashamed to tell her and face her criticism. As of lately I have returned with my ex boyfriend, we separated previously about a month ago because I wanted time to focus on myself and When we argued it was very hard on me because I was at a vulnerable stage, Due to me being sensitive my mother would see me cry and she would immediately assume that my boyfriend was at fault, she assumes it was because of him that I fell depressed and she assumed that because of him I chose to take a break from school to better my mental health. Now that I am back with him, she blames me every single day for choosing to ruin my life, she blames me for causing her pain and she blames me for my family falling apart. It’s gotten to the point where I’m scared to go home due to the criticism I’ll have to face from her. She bases her opinions of my boyfriend based on some text messages she read, because she literally stole my phone and figured out my password, she crossed the line and invaded my privacy. She is now making me choose between my boyfriend or them, and honestly if she thinks that my boyfriend is the one hurting me she is very wrong, I love her very dearly but now the only one causing me pain when I’m already feeling helpless is her. The other day she even ran away from my house for a straight two hours making me worry, and when she came back she threatened me and my 14 year old sister saying she was going to leave us because she’s tired of living in this stupid country with two daughters who are a disappointment who use her and don’t appreciate her (AND THAT IS NOT TRUE)","She is now making me choose between my boyfriend or them, and honestly if she thinks that my boyfriend is the one hurting me she is very wrong, I love her very dearly but now the only one causing me pain when I’m already feeling helpless is her.",Mind Reading,,Yes,"Emotional Reasoning
Mind Reading
Fortune-telling",1,1,0,0,0,0,0,0,0,1,0,0,0
667,667,468,"I’m 17 and I’ve been depressed for about 4 and a half years. It all started when my grandmother died, and I had to move to a whole new city and go to a new school. I always had a lot of friends, well like two or three, right now that feels like so much. When I moved I developed a social disorder, I can’t talk to anyone and I have severe anxiety whenever I am around a lot of people especially teenagers. I moved when I was in the middle of 8th grade, I went to a new middle school and I didn’t make any friends and I thought, oh its okay, maybe I’ll make some in high school. But it only got worse. Right after my grandmother died I also started pulling out my hair (trichotillmania) so it made me very self-conscious to the point where I thought I was the ugliest person ever which only made it harder to talk to people.",Right after my grandmother died I also started pulling out my hair (trichotillmania) so it made me very self-conscious to the point where I thought I was the ugliest person ever which only made it harder to talk to people.,Labeling,Magnification,Yes,Emotional Reasoning,1,1,0,0,0,0,1,1,0,0,0,0,0
590,590,391,"I am 16 years old, 17 in 2019 and I have a very hard time in not losing interest in girls I’m with. so, for the past 3 years, I have had about 100 to 150 girlfriends and I’ve been talking to about 400-500. The problem is now I want to have a serious relationship, but after a couple of weeks ago by I start to lose interest in the girl. the girls are great, minor flaws, beautiful faces, great personalities etc. I feel attached to the girl but if I see another girl, I like I can’t keep myself from asking her number, messaging her etc. Also, a major thing I have noticed is that if I start to get sexual with the girl, I start to lose interest after we go home (when we’re no longer facing to face). This has been bugging me for about 7-8 months now and I’m really starting to feel bad emotionally and psychologically. Right now, I have a girlfriend who is an amazing person with a great personality and she is just amazing overall. Like most girls, I unintentionally get them to love me and right now she is attached to me. I have this feeling inside that I want to leave her like my heart feels weird. This always happens a week or two before I leave a girl. This time I don’t want to, I want to have a serious relationship. People are usually jealous that I have a multitude of girls wanting to be with me dating me etc. but it happens unintentionally and right now I just want to have 1 girl in my life. I sometimes cry about this because I don’t know what to do. Thank you in advance. (From Turkey)","I feel attached to the girl but if I see another girl, I like I can’t keep myself from asking her number, messaging her etc",Emotional Reasoning,,Yes,Emotional Reasoning,1,1,0,1,0,0,0,0,0,0,0,0,0
2037,2037,2041,"From an 18 year old woman in India: From childhood, I’ve always been the kid nobody likes. In kindergarten, kids always formed groups to play without joining me. In primary school, my classmates called me by name which I didn’t understand. They were always rude to me without any reason. I hardly had one or two friends. Even they never invited me into their groups.","From childhood, I’ve always been the kid nobody likes.",Overgeneralization,,Yes,Overgeneralization,1,1,0,0,0,0,0,0,0,0,0,1,0
1974,1974,1892,"From the U.S.: My boyfriend and I have been together close to 10 years. Recently, I left him after an argument, one of many. It was the breaking point for me after spending years of him abusing me verbally, mentally, emotionally, and with his constant accusation of infidelity and drug abuse on a daily basis.",,No Distortion,,Yes,No Distortion,0,1,0,0,0,0,0,0,0,0,0,0,1
1992,1992,1910,"Hi I’m a 14 year old girl who’s been suffering from anxiety for as long as I can remember, and I’d like to bring up a new fear that has been bothering me nonstop recently, On Friday I had some friends over for the weekend to hang out, and they suggested we watch a scary movie. I was a little reluctant about the idea, but I did it anyway. Well I really REALLY wish I hadn’t. Ever since then I’ve been afraid (I know it sounds ridiculous) I’ve been afraid of being possessed and hearing voices. There was no fear around this topic until they mentioned watching the movie, so I’m most likely sure that’s how it started, although this is a fear I’ve had in the past, I don’t recall it being this bad. This fear turned into not only the fear of being possessed, but the fear of hearing voices and becoming schizophrenic. It seems like no matter what family tells me I can never seem to believe that everything I’m afraid of are just thoughts. I want to learn how to not doubt that all of my anxiety is really JUST anxiety. It’s been so scary to go to sleep at night, because I’ve been afraid of not waking up in the morning. I’m afraid (not meaning to be graphic) but I’m afraid that I’m going to be possessed and hurt myself in my sleep. I’m almost done with my freshman year of high school, I want to be able to enjoy my life again. My heart is racing just writing this. This morning I started thinking and although I normally have intrusive thoughts, this morning my thoughts didn’t sound like my voice, it was still in my head, but it still terrified me. I’m absolutely terrified, I’m afraid that I’m going to die or develop some kind of psychosis. Please help and respond quickly, I don’t know what I can do. I’m afraid to no end.","It’s been so scary to go to sleep at night, because I’ve been afraid of not waking up in the morning.   I’m afraid (not meaning to be graphic) but I’m afraid that I’m going to be possessed and hurt myself in my sleep.  I’m absolutely terrified, I’m afraid that I’m going to die or develop some kind of psychosis. ",Emotional Reasoning,Magnification,Yes,"Fortune-telling
Magnification",1,1,0,1,0,0,1,0,0,0,0,0,0
1751,1751,1669,"This is a problem I’ve had my whole life, but I’ve always felt it was too trivial to talk to anyone about. Whenever plans show signs of failing or it looks like I might have made a mistake my mind blows it out of proportion I have this overwhelming sense of shame and worry which manifests itself in uncontrollable crying, and it’s difficult for me to stop until someone reassures me- this can be for something as small as missing a bus or forgetting a task in a long to-do list. My parents find this difficult to deal with and usually respond by rolling their eyes or calling me immature, which only results in more crying. Whenever I’m criticized by someone close to me I feel pathologically attacked and defensive, so it seems like I’m experiencing a fight-or-flight response to this: the closest thing I can liken it to is being repeatedly teased, taunted or chastised, even though most of time that’s far from the truth. I don’t feel able to talk to anyone about this because I know it makes me seem immature, but I want to stop these behaviours to give my parents a bit of a break. I feel immature and it’s stopping me from having any independence. I was bullied and isolated during primary school and I remember the feelings that trigger the crying episodes as those I often experienced back then. I’d like to know whether I’m being immature and if I deserve to receive any help in stopping these behaviours- and, if so, what I can do to ensure this happens.","Whenever plans show signs of failing or it looks like I might have made a mistake my mind blows it out of proportion I have this overwhelming sense of shame and worry which manifests itself in uncontrollable crying, and it’s difficult for me to stop until someone reassures me- this can be for something as small as missing a bus or forgetting a task in a long to-do lis",Magnification,Personalization,Yes,Magnification,1,1,0,0,0,0,1,0,0,0,1,0,0
139,139,4641,"I have been dating my boyfriend for 7 months now and everything started out fine but these last few months I have started noticing a pattern. He has told me absolutely CRAZY stories about himself, for example he is in the mafia, he is really sick with internal bleeding, he has broken ribs because he went to Russia to deal with the mafia, when he was in Russia fighting in a boxing tournament the mafia captured him and turned him into a soldier where he is basically indestructible now, that he had surgery for the internal bleeding, and random people I have never heard of are texting me from his phone (when I really just think its him)but he always seems to remind me to not tell anyone anything! And he told me that he is training with this guy named Ray Trakay and sent me a picture of him and I found the picture of the guy on the internet and it was Ray Lewis (which he happened to have a Ray Lewis app on his Iphone).",,No Distortion,,Yes,No Distortion,0,1,0,0,0,0,0,0,0,0,0,0,1
8,8,4509,"I’m 14 years old and have social anxiety / depression. When I was 5 years old, my father was killed in a car crash. After that, my mother continued to work. When I was 9, my mom and I were in a severe car accident. She broke every bone on the right side of her body and I ruptured my spleen and fractured my leg.",,No Distortion,,No,No Distortion,0,0,0,0,0,0,0,0,0,0,0,0,1
1609,1609,1527,"From the U.S.: Hi, I’m a 13, going onto 14 year old girl and I am so confused about what has been going on with me. I always seem to feel guilty, but I have no clue why. I know I haven’t done anything wrong. It’s a feeling that hurts so badly, it usually happens late at night when I am all alone. I’m also super scared to talk to a lot of people, even my aunts, uncles and cousins. I guess I can say I’m socially awkward?","I always seem to feel guilty, but I have no clue why.",Personalization,,Yes,Emotional Reasoning,1,1,0,0,0,0,0,0,0,0,1,0,0
145,145,4647,From a 12 year old: my dad and my mom are seperated i barely see my dad but sometimes he will call me and promise he will take me somewhere or get me that gift i wanted or something like that but more and more lately my dad has been breaking promises and i can’t help but to cry he has broken to many and i am tired of crying but i always do i expect it now but i always do i don’t want to cry over him anymore i need to know ways to help me stop crying over him,my dad and my mom are seperated i barely see my dad but sometimes he will call me and promise he will take me somewhere or get me that gift i wanted or something like that but more and more lately my dad has been breaking promises and i can’t help but to cry he has broken to many and i am tired of crying but i always do i expect it now but i always do i don’t want to cry over him anymore,Mental filter,,Yes,Fortune-telling,1,1,0,0,1,0,0,0,0,0,0,0,0
483,483,284,"In the last few months, my mom has become convinced that she’s sort of the center of the universe. She often thinks radio stations are made only for her and playing music that speaks only to her. She also has become convinced that someone has hacked her YouTube account and is purposefully playing certain songs to try to tell her something. She often claims to speak to people that have passed away but when you ask her if she means that she’s spoken to a dead person, she says no only that these people are somehow in her head, but she knows they’re actually dead. She has been diagnosed with multiple sclerosis for the last ten years or so and I know that researchers have discovered a link between multiple sclerosis and schizophrenia, so I figured it was certainly possible that she has it. She also has been diagnosed with depression and was taking medication to treat it for a time, but she has since quit taking that medication and all of her other medication. She also freaks out everytime there is a sudden noise and she’s convinced that that’s not normal at all and she becomes sort of scared like something is going to happen. She will sometimes make comments about wanting to start seeing her doctor again or seeing a psychiatrist as if she’s aware what she’s doing isn’t normal. I’m not sure what to do or how to help her or if I’m even on the right track. Thank you in advance.",,No Distortion,,No,Fortune-telling,0,0,0,0,0,0,0,0,0,0,0,0,1
1158,1158,961,"I decided to see a private therapist for the first time today, and after the session I felt like it was pointless (I have met with a school psychologist before, and she was absolutely amazing, & professional, so this made me question today’s experience.)","I decided to see a private therapist for the first time today, and after the session I felt like it was pointless (I have met with a school psychologist before, and she was absolutely amazing, & professional, so this made me question today’s experience.)",Overgeneralization,,Yes,Emotional Reasoning,1,1,0,0,0,0,0,0,0,0,0,1,0
843,843,644,"I went to my first therapy appointment last week, and I’m really upset about it. I think I found a great therapist, and I was really looking forward to meeting her and getting started, but right before therapy, I got so anxious. I started shaking when we for into her office, which she noticed and started asking me about it, which made me even more uncomfortable. Then, we started talking about my past (I’ve been depressed since adolescence, went to therapy then, even spent some time in the hospital), and she tried to go through all of my history, but I was still so anxious, that I could barely talk to her, and she didn’t even try to calm me down. At times I started to cry, but I don’t know if she was going too fast or just asking hard questions, but probably both. She wants to talk about stuff like aggression in family, sexuality and so on in next session, but I don’t think I can handle it so fast. I’m not yet comfortable with her, and now I’m even more uncomfortable. I’m practically scared of seeing that therapist again, even though I still believe she’s the best one I could find. Should I email her, explain what happened and ask her if we can go slower? Also, I could use some kind of milder approach, because she seems very strict, cold and distant. Would it be okay to ask nicely for that too? I’m not sure I can work or even talk to her if this keeps happening. *Thank you very much.*","Then, we started talking about my past (I’ve been depressed since adolescence, went to therapy then, even spent some time in the hospital), and she tried to go through all of my history, but I was still so anxious, that I could barely talk to her, and she didn’t even try to calm me down.",Magnification,Mental filter,Yes,Mind Reading,1,1,0,0,1,0,1,0,0,0,0,0,0
1667,1667,1585,"From Brasil: My wife is a brilliant lady and she loves me very much, so do I. I married her 4 years back without the knowledge of my parents as they were against this marriage. She was from a different country and the only way she could live with me was by marrying me to have a visa. Being an emotional person i agreed to marry her at the age of 26 unwillingly.",,No Distortion,,Yes,Emotional Reasoning,0,1,0,0,0,0,0,0,0,0,0,0,1
